Text,string_City,score_Count People Found Review Helpful,date_Date Created,string_Name,score_Overall Rating,string_Place Location,string_State,string_User Name,raw_tags,themes,subthemes
"My favorite jewelry store. Perfect selections of dainty, minimalist, classic, and chic jewelry.The staff are extremely nice and helpful. Genuinely happy to help and on Black Friday! Pure WOW!Thank you so much Mejuri. I truly love your pieces and I cant wait to be back.",Bethesda,0.0,2/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Adebukola T Adefemi,Failed,,
I had a wonderful experience at this store! I drove over an hour to get here for the chance to try on the pieces and it was very worth it! The associates were all helpful and welcoming. They definitely made shopping easy and more fun! I spent about an hour trying on everything I was interested in online and it was SO helpful in selecting a pretty stack that looked good on me. They have a system where you put the earrings you try on a dish and sanitize each item before returning them to display ~ this made me feel really safe to try everything.,Bethesda,0.0,2/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Anna Mateo,Failed,,
Thanks for helping me find something that resonates with me Olivia! The experience was fulfilling and both the girls were very patient with me while I was taking my sweet time to decide which pieces I liked the most,Bethesda,0.0,10/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Nora Idriss,Failed,,
"My mom and I had a great experience! All the employees who were there were very nice and friendly. There was one employee in particular who talked to my mom and I. He was very friendly and helpful! The store is small, but it was not super crowded. The employees were actively helping the other customers in the store. Youre allowed to try anything on, even the earrings! I love Mejuri as its one of the only jewelry brands I can wear. I definitely will be coming back!",Bethesda,3.0,2/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Sonya Sun,Failed,,
Had a fabulous experience with the two lovely staff members at the front desk. Lona & Yora were very nice to talk to while helping my boyfriend pick out a ring. I also like the designs of the jewelry here & liked how you could touch the products on the floor without needing someone to attend to you. I also thought the shipping & ordering was super smooth. Ill visit again when Im in Bethesda!,Bethesda,0.0,2/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Isabella C,Failed,,
"Mejuri is based in Toronto, Canada and has made itself known for its fine and semi fine jewelry. Mejuri offers a large range of accessories from Diamond rings to Amethyst bracelets, carefully crafted with sustainable materials.As someone who loves fine jewelry but understands the importance of budgeting I love how Mejuri is so budget friendly starting at just 35$. Mejuri is a step in the right direction for luxury jewelry that is both accessible and sustainable.Having worn multiple of Mejuris pieces, Ive found them to be quite modern yet elegant. This jewelry is luxurious, sustainable, and practical for everyday wear.Some pros of Mejuri are its affordable price, quality materials, and sustainability but it does have a few cons. Some pieces are less durable and dont last as long as some of the more expensive pieces and some people find it to have too little range of styles.Mejuris products are aimed towards people with more modern values of quality and ethical purchasing. Its for the people who want some luxury to their lives without having the quilt of being too extravagant.The shopping experience at Mejuri is straightforward with a user friendly website and clear descriptions of products. Alternatives to Mejuri that fit its ethical and quality standards are Catbird and Blue Nile.Overall I would give Mejuri 5 stars for its commitment to making quality and ethical luxury jewelry. Although it might not fit everyones style its a compelling option for those looking for cheap, sustainable, and quality luxury jewelry.",Bethesda,1.0,6/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Hen Rockman,Failed,,
"After months of watching YouTube videos on Mejuri, I am so excited to see the pieces in person! Gorgeous quality and design. The store layout is very efficient, organized, and aesthetic. I was able to find the bracelet I wanted right away. The associate was very helpful and pleasant and even helped me get my online account setup started. I look forward to growing my Mejuri collection.",Bethesda,0.0,2/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Talya Green,Failed,,
"Love this store, the service, and all the options in there! Staff are always helpful and I always learn something fun about the pieces, their offerings, or fun new ways to style my pieces. Also really appreciate the cleanliness of the store, all the pieces, and how knowledgeable the staff were",Bethesda,0.0,5/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Samantha Arfin,Failed,,
"I had a piercing appointment with Sarah, and she made everything so seamless and easy! The store also has a great collection of high-quality jewelry pieces that I would recommend to anyone.",Bethesda,1.0,4/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Caitlin Wiley,Failed,,
I love this store so much and prefer to shop in person than online. The store associates are fun and friendly and have a passion for the product - theyre not pushy and they remember me when I come in. Well organized and aesthetic layout. I have four pieces from mejuri and look forward to more.,Bethesda,0.0,2/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Carolyn Hoehner,Failed,,
"It was an awesome experience. I think I can speak for everyone when I say being able to try on your items is better than online shopping in hopes that its the correct size or fit. The staff was very helpful , responsive , respectful & gracious , even down to the security he was helpful as well. 10 out of 10 experience I will be back 🥰",Bethesda,0.0,2/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Ivan Braggs,Failed,,
"Snobby counter-help at non-descript jewelry store. Intentionally abrasive, zoom-in, nostril photos in front of store and in windows. 🤮 Cant wait until For Rent sign appears out front, 🚚",Bethesda,1.0,3/10/2024 0:00,Mejuri,1,"7247 Woodmont Ave, Bethesda, MD",MD,David Family: Doctor,Failed,,
Costumer Service was A+ when I corresponded with them. Jewelry is beautiful and there is a range in price point for everyone.,Bethesda,0.0,2/10/2024 0:00,Mejuri,4,"7247 Woodmont Ave, Bethesda, MD",MD,Emily Richards,Failed,,
Love this store and love this brand! The staff was SO helpful while my sister and I tried on almost everything in store. So happy that MEJURI came to Bethesda!,Bethesda,3.0,2/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Rebecca,Failed,,
Really nice staff and merchandise. Very pleased with our purchases. We will be back.,Bethesda,0.0,6/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,Chuck Wilsker,Failed,,
"The staff here are so friendly, helpful, and stylish",Bethesda,1.0,2/10/2024 0:00,Mejuri,5,"7247 Woodmont Ave, Bethesda, MD",MD,J l,Failed,,
Customer service was so good in store. The lady greeted us right away and asked if we needed help. She informed about the new collection and let me try a few pieces. The earrings I wanted were not available in store but they ordered for me and shipped it home. I got it the next day. Loved the experience!,,0.0,8/10/2024 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,Elisa Klok,Failed,,
"I had a terrible experience with Mejuri. The first pair of earrings I bought was defective—the clasp on one wouldnt open, and it got stuck in my ear. When I finally managed to get it off to send it back as a defective product, they had the audacity to claim the earrings werent in the box. Whether it fell out due to their mishandling or they didnt properly check, thats on them. Why would I keep defective earrings?Still, I decided to give them another chance and ordered a new pair. The same issue with the clasp happened again. This time, I checked the clasps immediately after opening, and they went right back in the box and were shipped back. Mejuri then claimed the earrings were in ""bad condition"" and refused to refund me—even though they never left the box for more than a few seconds.This company operates like a scam. Their return process and customer service are appalling. Save yourself the frustration and stay far, far away.",,3.0,1/13/2025 0:00,Mejuri,1,"1410 Peel St, Montreal, Quebec, Canada",,Victoria R,Failed,,
"This is not the first time I bought a jewelry in Mejuri. I always order online and have it deliver to my place. When I heard they opened a store in Montreal I got excited thats why this time I decided to pick up my order and check out the store. And I just did today, I bought a mini hoop 14k yellow gold, it is actually my second mini hoop. But I noticed the mejuri tag is missing and I dont see the 14k unlike the old mini hoop I have. As you can see in the photo, the one on the right is the first one I bought few months ago there is a tag on the side while the one on the left has none. I was told by an agent I can have it exchange because there should be a Mejuri tag :(11/30/2024 Update:I went back to the store this morning and one of the staff said  the law dont allow them anymore to make the hallmark or tag to be easily visible. She pointed a super tiny marking inside. It is so small, so hard to see and read even with a magnifying glass. Since the staff verified it to me and even though I wasnt able to read it I still kept the mini hoop.",,0.0,12/10/2024 0:00,Mejuri,3,"1410 Peel St, Montreal, Quebec, Canada",,Alyssa P.,Failed,,
"Loved the bright and simplistic decor of the store. Theres a lot of gems in the store but Ella is the most special one! I appreciated her professionalism, energy and  help. Thank you for making my experience special.",,0.0,1/10/2025 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,MJ Tadeo,Failed,,
"I got a bracelet as a gift it was super shiny and silver.. after 1 week of wearing it, the bracelet became like that!Like Ive worn silver 925 in the past but I never had an issue with the color as with this oneVery bad quality!!!",,0.0,7/10/2024 0:00,Mejuri,1,"1410 Peel St, Montreal, Quebec, Canada",,Jean-Pierre Khoury,Failed,,
"Subpar customer service. The return policies are all over the place and the employees are unknowledgeable about their own job and procedures. Returned an item in person that I received as a gift and was told that a physical gift card was not possible as they dont do gift cards (however online they state they have gift cards). They made me make an account and said the store credit will be transferred there, however I later found out that the store credit was never transferred there. I called the store explaining the situation and said that the store credit could only be given to the person who ordered the jewelry and could not be sent to me directly. So, I made an account for no reason and the employee who helped me in person had no clue what they were doing either. I had to bother my aunt for the store credit, I gave them her email, but after a day she never received an email containing the store credit. I called the following day and explained she never got it, and they sent the store credit to my email directly. I had to go through many unnecessary hoops when it could have been avoided if a) they sent me the store credit directly from the start and if b) they trained their employees properly and hired people with at least half a brain.",,0.0,1/10/2025 0:00,Mejuri,2,"1410 Peel St, Montreal, Quebec, Canada",,Francesca Dela Rosa,Failed,,
Best service I received in a long time! The stylist really made it an exceptional shopping  experience. Love my new earrings. Thank you!,,0.0,1/13/2025 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,Natalia Moskal,Failed,,
"My sister and I have been return customers to Mejuri since this summer. I bought my sister a necklace for her birthday gift from Meijuri. We visited the store in Montreal on Dec 26 at 2:30pm.  She wanted to exchange the  necklace for a bracelet. The necklace was a 50th bday gift for Nov 7 and this was the first opportunity to exchange since one of us lives in Toronto. The service we received was so horrendous that we left determined never to return.  The salesperson was rude, unhelpful and arrogant. As repeat customers, the exchange my sister wanted to make would have provided Meijuri with a higher profit but we were immediately referred to the «30 day limited exchange policy» with no opportunity to explain the situation. I respect the exchange policy but would have preferred the exchange to  be informative and helpful as apposed to condescending and rude.",,0.0,1/10/2025 0:00,Mejuri,1,"1410 Peel St, Montreal, Quebec, Canada",,A M,Failed,,
"I am writing regarding a tennis bracelet I purchased from Mejuri online. Unfortunately, the bracelets clasp broke unexpectedly after 2 weeks and  I could have easily lost it.Went to the store, refused to return it since it was bought on line.I am extremely disappointed that a piece of jewelry priced at $3,000 would fail so easily. This raises significant concerns about the quality and durability of this item. PLEASE STAY AWAY FROM THIS BRAND, CHEAPEST QUALITY FOR THW PRICE YOU PAY. And the costumer service is awful! SUCH A WASTE!!!They also wont let you review in their products on their site!!!it looks like a trap",,0.0,1/10/2025 0:00,Mejuri,1,"1410 Peel St, Montreal, Quebec, Canada",,Gl Sai,Failed,,
"Awful experience with the sales rep. I went to the store to exchange a ring who was too big and also poor quality...I wore it 4 hours and the ring was almost breaking on my finger. The employe says she cannot exchange it because it was worn. Even if we explain the situation about the poor quality pf the jewelry, the sales rep was just mean and had no solution.",,0.0,1/10/2025 0:00,Mejuri,1,"1410 Peel St, Montreal, Quebec, Canada",,Catherine Gignac,Failed,,
"Love their product line, but customer service could be improved. Went in on a Saturday, although we were greeted, all of the staffs gathered around at the cash, chatting and laughing very loudly, instead of helping the customers. The shopping experience doesnt match their pricing and branding. It doesnt give a premium feeling but a cheap jewellery store vibe.",,0.0,9/10/2024 0:00,Mejuri,3,"1410 Peel St, Montreal, Quebec, Canada",,Xenia,Failed,,
Placed an online order and the store sold out on the items prior to having my pre-paid order prepaired. The first employee I spoke with proceeded to prioritize other clients once he became aware of my item being out of stock and did not notify me. I had to talk to another employee to get an update. The worst experience Ive ever had in any stores.,,0.0,1/10/2025 0:00,Mejuri,1,"1410 Peel St, Montreal, Quebec, Canada",,Ashley Hah,Failed,,
"Great service received by Emily at the MTL store! I have been to the store 3 times in the last month and every time I have been served by Emily, wonderful service and a pleasure to deal with her! Location is great in heart of downtown but would love a few more locations like Fairview!",,0.0,1/10/2025 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,Danya Kopanas,Failed,,
The woman who assisted me this weekend was wonderful. She helped me to find the perfect pair of earrings for my wedding (Pearl Ear Jacket Studs) and a set for everyday (Bold Huggie Hoops). I really appreciate her patience and help to find the right fit! Thank you for making the experience.,,0.0,5/10/2024 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,L K,Failed,,
Loved my experience shopping here. Ive been eyeing their jewelry for a few years but being able to see the pieces in person at the local boutique ensured I was buying the right size. Great customer service. I will be back.,,2.0,2/10/2024 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,Solmaz Meghdadi,Failed,,
"Problem number 1# 14K gold fades the gold sheen with in a month and half just from sweat and exposure to air. Jewellery is meant to be worn. They should consider protective coating for longevity and durability. which the Jewellery does not have.I bought the garnet and gold ring. The fading was a fate I had accepted for an $800 ring. I shouldnt have because $800 could get you 22k rings which would have resell value. But the choice is yours.Problem number 2# Damages easy. I got a second ring for $515 the croissant ring. Wore it once. When buying it I asked if I am able to return this if I dont like it tomorrow, the sales rep responded yes.I came back to find out this wasnt eligible for a return because theres a slight scratch (invisible to my eye but they apparently have equipment in the store). I was only give the option to exchange. I told her that it did not make sense she is taking back the ring anyway but not letting me take the money back. Pretty scamy since mejuri swears on sustainability and using recycled gold and silver upto 90+ %. Store manager with red hair mentions the store will not be able to sell it and LOSE money. And she was sorry the sales rep had a miscommunication and did not tell me the conditions of return especially when I asked if I will be eligible to return.This wont  reach you, but Sales reps. I know you need to upsell a product at a store and offer advise but when people give you their budget please be accomodatingand not confuse them with more expensive choices. At mejuri we spend a lot of money for a product that wont give us the joy for long. You guys are the last hope. I walked away today saying your miscommunication cost me $500. I know you work hard but so do I.Happy Holidays.",,7.0,2/10/2024 0:00,Mejuri,1,"1410 Peel St, Montreal, Quebec, Canada",,Anika Rahman,Failed,,
Ella was so kind and amazing with her service. She respected my budget and made me feel so welcome :) I had such a lovely experience with her and would recommend this place to anyone !!!,,0.0,1/10/2025 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,Danielle Smith,Failed,,
"This was by far the worst experience I have ever had. I purchased a bracelet and less than 48 hours went to return it and the lady told me it didnt pass ""inspection"". This is completely ridiculous and she told me its because people will wear jewelry for one night and then return it. I told her this is an every day bracelet why the hell would I buy this for one night. Totally disappointing, would never return to mejuri and this was my first experience.",,2.0,8/10/2024 0:00,Mejuri,1,"1410 Peel St, Montreal, Quebec, Canada",,Deborah Athanasopoulos,Failed,,
"Bought a bracelet for my daughter online,I chose Mejori because the product was detailed,and I knew what I was getting for the price. Compared to other jewelers,this one won me over. The delivery was rapid. The bracelet was perfect, except the size. My daughter went in person to exchange it, she was happy about the service,and they were able to give her the right size immediately. Very happy and I would buy at Mejori again. Especially love the two year guarantee.",,1.0,2/10/2024 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,Gina Di Blasio,Failed,,
"If I can give a big fat zero, I would. I received earrings as a gift a while back. It was in my closet and I now found the Mejuri bag. I opened to my excitement however the gold is all discolored and even the butterfly backing. Their customer service is horrible and keep asking for an order number obviously I dont have as it was a gift. They say they use high quality materials. OBVIOUSLY NOT,  I have  jewelry from Swarovski and Pandora and after 10 years no discoloration. I do nor recommend thus brand AT ALL!",,5.0,6/10/2024 0:00,Mejuri,1,"1410 Peel St, Montreal, Quebec, Canada",,Joanne Joseph,Failed,,
"Wish I got her name but me and my bf had a great experience in Mejuri on Peel. We wanted to change the rings size and the service was amazing. Unlike most stores, the customer service was super honest and was not pushy at all. She made us feel comfortable to make sure we were happy with our decision. The great service we got inspired me to write this review. Will definitely be coming back!",,0.0,2/10/2024 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,Rita Viktorya Ruso,Failed,,
Normally my experience at mejuri feels rushed as the store is super busy but this time I had an amazing experience with Ella! She is literally giving empathetic energy and made sure I didnt leave the store until I found exactly what I was looking for. She had great suggestions and was super efficient. I feel like nowadays you dont see customer service like this anymore. She stood out so much and her vibes were on point! I would definitely recommend her if you are shopping here!!,,0.0,2/10/2024 0:00,Mejuri,5,"1410 Peel St, Montreal, Quebec, Canada",,Liz Shi,Failed,,
