Text,string_City,score_Count People Found Review Helpful,date_Date Created,string_Name,score_Overall Rating,string_Place Location,string_State,string_User Name,raw_tags,themes,subthemes
My bracelet claims to be 14k but it turns almost pinkish color. Sus🫤,Boston,0,8/10/2024 0:00,Mejuri,1,"126 Newbury St, Boston, MA",MA,Mary Joy Geronimo,"{'Product Durability & Quality Issues': ['pinkish color', '14k'], 'Value & Price-Quality Assessment': ['sus']}",Product Durability & Quality Issues | Value & Price-Quality Assessment,pinkish color | 14k | sus
Love love love!! Not only is the jewelry beautiful but the customer service is amazing. The employees are so welcoming and friendly. I would 10/10 recommend!,Boston,0,2/10/2023 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Abby Guttman,"{'Exceptional Customer Service & Support': ['customer service', 'welcoming', 'friendly'], 'Aesthetic Design & Visual Appeal': ['beautiful'], 'Store Ambiance & Try-On Experience': ['amazing']}",Exceptional Customer Service & Support | Aesthetic Design & Visual Appeal | Store Ambiance & Try-On Experience,customer service | welcoming | friendly | beautiful | amazing
I found the perfect rings thanks to the help of their staff. They were really helpful in assisting me with different options. Will definitely be back again!,Boston,0,2/10/2024 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Erin Kim,"{'Exceptional Customer Service & Support': ['really helpful', 'staff', 'assisting'], 'Store Organization & Product Selection': ['different options', 'perfect rings']}",Exceptional Customer Service & Support | Store Organization & Product Selection,really helpful | staff | assisting | different options | perfect rings
This place is awesome! All of the sales associates are so nice and helpful. Its also super clean and has a well thought out floor plan,Boston,0,2/10/2023 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Alex Miller,"{'Exceptional Customer Service & Support': ['nice', 'helpful'], 'Store Organization & Product Selection': ['floor plan'], 'Store Ambiance & Try-On Experience': ['super clean']}",Exceptional Customer Service & Support | Store Organization & Product Selection | Store Ambiance & Try-On Experience,nice | helpful | floor plan | super clean
"Such a wonderful shopping experience. The sales team was so helpful, kind, and informative. 10/10 recommend for products and shopping experience.",Boston,0,2/10/2024 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Cenia Goldstein,"{'Exceptional Customer Service & Support': ['sales team', 'helpful', 'kind', 'informative'], 'Store Ambiance & Try-On Experience': ['shopping experience', 'wonderful']}",Exceptional Customer Service & Support | Store Ambiance & Try-On Experience,sales team | helpful | kind | informative | shopping experience | wonderful
Had a great experience at this Mejuri. Multiple people guided me and helped me find an awesome set of rings.,Boston,0,2/10/2024 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Serena P.,"{'Exceptional Customer Service & Support': ['guided me', 'helped me'], 'Store Organization & Product Selection': ['set of rings']}",Exceptional Customer Service & Support | Store Organization & Product Selection,guided me | helped me | set of rings
"Phenomenal personalized shopping experience. Chris and the entire team are warm, friendly and amazing!",Boston,0,2/10/2024 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Ellandrea Mckissack-Baffield,"{'Exceptional Customer Service & Support': ['phenomenal', 'warm', 'friendly', 'amazing'], 'Store Ambiance & Try-On Experience': ['personalized experience']}",Exceptional Customer Service & Support | Store Ambiance & Try-On Experience,phenomenal | warm | friendly | amazing | personalized experience
Unfortunately very understaffed. Had to wait outside when the store was half empty and decided to go elsewhere,Boston,0,5/10/2024 0:00,Mejuri,2,"126 Newbury St, Boston, MA",MA,John Morfopoulos,"{'Poor Service & Long Wait Times': ['understaffed', 'wait outside'], 'Store Organization & Product Selection': ['half empty']}",Poor Service & Long Wait Times | Store Organization & Product Selection,understaffed | wait outside | half empty
"Great selection! Awesome stylist, 10/10 experience!",Boston,0,2/10/2024 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Shauntelle Wisdom,"{'Store Organization & Product Selection': ['great selection'], 'Professional Piercing Services & Environment': ['awesome stylist'], 'Store Ambiance & Try-On Experience': ['10/10 experience']}",Store Organization & Product Selection | Professional Piercing Services & Environment | Store Ambiance & Try-On Experience,great selection | awesome stylist | 10/10 experience
"Great selection, prices, and service. Pleased with the experience.",Boston,1,2/10/2024 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Assen Marintchev,"{'Store Organization & Product Selection': ['selection'], 'Value & Price-Quality Assessment': ['prices'], 'Exceptional Customer Service & Support': ['service'], 'Store Ambiance & Try-On Experience': ['experience']}",Store Organization & Product Selection | Value & Price-Quality Assessment | Exceptional Customer Service & Support | Store Ambiance & Try-On Experience,selection | prices | service | experience
"Friendly staff, and prices were reasonable.",Boston,0,2/10/2024 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Holly Backus,"{'Exceptional Customer Service & Support': ['Friendly staff'], 'Value & Price-Quality Assessment': ['prices reasonable']}",Exceptional Customer Service & Support | Value & Price-Quality Assessment,Friendly staff | prices reasonable
good,Boston,0,6/10/2024 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Asif Salimov,{'Value & Price-Quality Assessment': ['good']},Value & Price-Quality Assessment,good
Friendly and knowledgeable staff!,Boston,0,5/10/2024 0:00,Mejuri,5,"126 Newbury St, Boston, MA",MA,Fahad,"{'Exceptional Customer Service & Support': ['Friendly staff', 'knowledgeable staff']}",Exceptional Customer Service & Support,Friendly staff | knowledgeable staff
Bad service 🤢,Boston,0,2/10/2024 0:00,Mejuri,1,"126 Newbury St, Boston, MA",MA,Yuxin Liu,{'Poor Service & Long Wait Times': ['Bad service']},Poor Service & Long Wait Times,Bad service
Store is closed,Boston,0,2/9/2025 0:00,Mejuri,1,"126 Newbury St, Boston, MA",MA,유선일,{'Store Organization & Product Selection': ['store closed']},Store Organization & Product Selection,store closed
"I really appreciated the time our stylist took to help me pick out pieces for my family. She was able to make suggestions that felt relevant to each person and their lifestyle, and was very knowledgeable with the products. I wish I grabbed their name, but they were great at their job! :)",Brooklyn,0,1/10/2025 0:00,Mejuri,5,"107 N 6th St, Brooklyn, NY",NY,Nora kraft,"{'Exceptional Customer Service & Support': ['stylist', 'knowledgeable', 'suggestions', 'help'], 'Store Organization & Product Selection': ['pick out', 'products']}",Exceptional Customer Service & Support | Store Organization & Product Selection,stylist | knowledgeable | suggestions | help | pick out | products
"Easily the worst returns experience Ive ever had. I waited one month for a DHL return driver to come to my house at the dates I provided but they never came on those dates. I had to pay return postage myself using Australia Post only to be told that they wouldnt refund my small return cost, and would charge me another processing fee. I had no choice but to use Australia Post after a month of waiting. Every time I email Mejuri, a different customer experience person would respond who didnt seem to have read the whole email thread. As a result of shopping with Mejuri, Im out of pocket and have had my time wasted. I would not recommend.",Brooklyn,0,1/10/2025 0:00,Mejuri,1,"107 N 6th St, Brooklyn, NY",NY,Stephanie Goodlad,"{'Complex Returns & Warranty Handling': ['worst returns', 'return driver', 'return postage', 'processing fee'], 'Poor Service & Long Wait Times': ['waited', 'never came'], 'Communication & Policy Consistency': ['different customer', 'email thread'], 'Price & Policy Transparency': ['refund', 'charge']}",Complex Returns & Warranty Handling | Poor Service & Long Wait Times | Communication & Policy Consistency | Price & Policy Transparency,worst returns | return driver | return postage | processing fee | waited | never came | different customer | email thread | refund | charge
Mejuri Williamsburg was so helpful. My stylist Grace took her time helping us. We went in having specific ideas of what we were looking for and with Graces help we were able to get exactly what we needed.,Brooklyn,0,1/10/2025 0:00,Mejuri,5,"107 N 6th St, Brooklyn, NY",NY,Keely Bari,"{'Exceptional Customer Service & Support': ['so helpful', 'took time', 'helping us'], 'Store Ambiance & Try-On Experience': ['stylist Grace'], 'Store Organization & Product Selection': ['specific ideas', 'exactly what']}",Exceptional Customer Service & Support | Store Ambiance & Try-On Experience | Store Organization & Product Selection,so helpful | took time | helping us | stylist Grace | specific ideas | exactly what
"Mejuri Williamsburg is hands down the BEST location in NYC!!! Nayaa and Janaya were so helpful, they made sure I had a great experience!!! Im so happy with my new pieces and will definitely be going back!!!",Brooklyn,0,12/10/2024 0:00,Mejuri,5,"107 N 6th St, Brooklyn, NY",NY,Leah Angulo,"{'Exceptional Customer Service & Support': ['so helpful', 'great experience'], 'Store Ambiance & Try-On Experience': ['BEST location'], 'Value & Price-Quality Assessment': ['new pieces']}",Exceptional Customer Service & Support | Store Ambiance & Try-On Experience | Value & Price-Quality Assessment,so helpful | great experience | BEST location | new pieces
Absolutely love coming into the Mejuri Williamsburg store. The selection is great and the staff are the absolute friendliest. They are well-informed and not pushy. Highly recommend coming here!,Brooklyn,0,11/10/2024 0:00,Mejuri,5,"107 N 6th St, Brooklyn, NY",NY,T C,"{'Store Organization & Product Selection': ['selection'], 'Exceptional Customer Service & Support': ['friendliest', 'well-informed', 'not pushy'], 'Store Ambiance & Try-On Experience': ['coming into']}",Store Organization & Product Selection | Exceptional Customer Service & Support | Store Ambiance & Try-On Experience,selection | friendliest | well-informed | not pushy | coming into
"Funny how Mejuri stores are popping left and right in every city I own apartments in. I dont know who works harder... my real estate agent or Mejuris commercial real estate team?? Either or, Im just happy I got a local Mejuri store in every city to buy jewelry for my side thing, eh.",Brooklyn,2,2/10/2024 0:00,Mejuri,5,"107 N 6th St, Brooklyn, NY",NY,Marco Marone,"{'Store Organization & Product Selection': ['stores popping', 'local Mejuri'], 'Inventory & Cross-Channel Integration': ['every city']}",Store Organization & Product Selection | Inventory & Cross-Channel Integration,stores popping | local Mejuri | every city
"Matt did three piercings on my ears today and he was so lovely to work with. An obvious expert with all the tips and tricks. He was friendly, kind, and patient. Whether you are getting your first piercing or the next of many, I cant recommend him highly enough!",Brooklyn,1,10/10/2024 0:00,Mejuri,5,"107 N 6th St, Brooklyn, NY",NY,Alexandra [Ali] Patterson,"{'Professional Piercing Services & Environment': ['piercings', 'expert', 'tips', 'tricks'], 'Exceptional Customer Service & Support': ['lovely', 'friendly', 'kind', 'patient']}",Professional Piercing Services & Environment | Exceptional Customer Service & Support,piercings | expert | tips | tricks | lovely | friendly | kind | patient
"My daughter had her ears pierced, and it went really smooth. I can recommend Matt highly and without any reservation.",Brooklyn,0,1/10/2025 0:00,Mejuri,5,"107 N 6th St, Brooklyn, NY",NY,Polina Medvedeva,"{'Professional Piercing Services & Environment': ['ears pierced', 'smooth'], 'Exceptional Customer Service & Support': ['recommend Matt']}",Professional Piercing Services & Environment | Exceptional Customer Service & Support,ears pierced | smooth | recommend Matt
